Codigo_Planta,Nombre_Planta_SIMEM,CodigoAreaOperativa,Area_Operativa,CodigoSubAreaOperativa,Subarea_Operativa,TipoGeneracion,TipoDespachoRecurso,CodigoSICAgente,Fecha,FechaPublicacion,Fuente
3I6R,AGPE CFZ MEDICINA ESTETICA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4YGT,AGPE CINDY PAOLA GIL,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5UGT,AGPE CINES UNIDOS SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,QIEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5O13,AGPE CL 12 8 42 OFICINA 221 NOVALITO VALLEDUPAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5NK3,AGPE CL 9D CR 7 45 NOVALITO VALLEDUPAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IIK,AGPE CLAUDIA MARCELA OTALORA MAHECHA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5VXG,AGPE CLINICA DE LA VISION OAB SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4RN2,AGPE CLUB SOCIAL VALLEDUPAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3LPS,AGPE COLEGIO PARROQUIAL PABLO VI,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4YFN,AGPE COLEGIO SAGRADA FAMILIA VALLEDUPAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Z6D,AGPE COLEGIO SMART,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5LA3,AGPE COMBITA 2 BODEGA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5UAW,AGPE COMBITA RIOHACHA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I6L,AGPE COMERCIALIZADORA BZUL SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I6P,AGPE CONSTRUCTORA LINDARAJA SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5NKA,AGPE CR 6A 9A 74 NOVALITO VALLEDUPAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I7V,AGPE DANCELL LTDA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I7X,AGPE DELFINA MARIA GNECCO ONATE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5FLJ,AGPE DELICIAS NUTRICIONALES SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3NLX,AGPE DENTISANA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5MWW,AGPE DINIS1,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3HTJ,AGPE DIOCESIS JARDINES DEL ECCE HOMO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4WOZ,AGPE DISTRI2A1,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5AS5,AGPE DISTRIBUCIONES CASALINS AL SAS ZOMAC,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IIA,AGPE DISTRIBUIDORA Y COMERCIALIZADORA SALEM,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3J69,AGPE EDS RIO CORDOBA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,TPLC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3ID2,AGPE EDS TAYRONA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,TPLC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IJD,AGPE ELLEN MEDINA PITRE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3HZE,AGPE EQUIMAD DEL CESAR SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4YHG,AGPE ESTACION SERVICIO PRIMAX,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4ZE9,AGPE ESTADERO HOLLYWOOD 4M,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3ICZ,AGPE EVERARDO ARMENTA ALONSO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3Q8P,AGPE FARMATODO PRADO SANTA MARTA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3JG5,AGPE FARMATODO RODADERO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4VZ9,AGPE FARMATODO VALLEDUPAR NOVALITO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4WVU,AGPE FEREIN1,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Y7Y,AGPE FERNANDO JOSE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5G3V,AGPE FRIGORIDEO LA 30,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,QIEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3KL6,AGPE GASTROCESAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Y5L,AGPE GEORGINA GALEANO DE ORTIZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3ITI,AGPE GERMAN FRANCISCO MORON,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4UO9,AGPE GRANERO LOS DOS HERMANOS SL,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3NM2,AGPE HERMANAS CLARISAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5ASD,AGPE HL OPERADORES SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5SHR,AGPE HODIA1,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5LOQ,AGPE HOTEL CORAL SANTA MARTA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3R53,AGPE HOTEL KURAKATA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5MSF,AGPE HOTEL MACONDO MAG,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3JBF,AGPE HOTEL SANHA PLUS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3NZB,AGPE HRODADERO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3KOV,AGPE INDUSTRIAS NEGLE II,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5P4J,AGPE INMOBILIARIA CASAS MARIN,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,RTQC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4S7M,AGPE INVERSIONES DIAZ GRANADOS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4STY,AGPE INVERSIONES GIRALDO NIETO E HIJAS SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IIE,AGPE INVERSIONES LAS MARIAS SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IIG,AGPE INVERSIONES LUJO SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3ITG,AGPE INVERSIONES MONGNE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I2J,AGPE INVERSIONES RUGELES BERARDINELLI SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3HBL,AGPE INVERSIONES SANTA FE SEDE II,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IP5,AGPE INVERSIONES VILLA ROSA DEL CESAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3NZF,AGPE INVERSIONES Y REPRESENTACIONES SERRANO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3MAR,AGPE INVERSIONES ZORAIDA HV SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4R19,AGPE INVESTIGACION MICROBIOLOGICA CESAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3III,AGPE JAVIER DARIO MONSALVO BOLIVAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4SW6,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 079,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5UAL,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 1013 31 DE OCTUBRE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5J8C,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 1091 CENTRO FONSECA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Z65,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 130,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Y4K,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 525,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Y4M,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 683,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4V5E,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 788,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Z9I,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 792,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4V4X,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 811,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5UCX,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 932 MAICAO MAREYGUA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5ISU,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 944 TRONCAL PIVIJAY,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5J89,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 945 SANTA MARTA GAIRA CENTRO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3II2,AGPE JESUALDO MORELLI SOCARRAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IIM,AGPE JESUS ANTONIO BALLESTEROS GALVIS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5P48,AGPE JORGE ANDRES BALLESTEROS VALDIVIESO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5TEC,AGPE JORGE ANTONIO OVALLE HERNANDEZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3INT,AGPE JOSE ALFREDO GNECCO ZULETA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I7N,AGPE JOSE EDUARDO GONZALEZ DAZA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4R17,AGPE JOSE JORGE MONSALVO GNECCO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5EEH,AGPE JOSE YESID RODRIGUEZ QUINTERO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4RN7,AGPE JUAN PABLO MONSALVE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4RMP,AGPE JUGLARES RESTAURANTE,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I2H,AGPE JULIE ANDREA DIAZ MORA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5TO4,AGPE LA GLORIOSA CENTRO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4V17,AGPE LA SIERRA IMC VALLEDUPAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3CKQ,AGPE LA VALLENATA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,TPLC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4WVY,AGPE LACOSE1,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3HTL,AGPE LACTEOS RIOGRANDE SEDE PLATO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3NZD,AGPE LAURA INES GOMEZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3R5E,AGPE LEONARDO MANUEL MORENO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4RGA,AGPE LICEO CERVANTES,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3QPM,AGPE LITOGRAFIA JULIO GAMEZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I7J,AGPE LUIS ALBERTO MONSALVO RAMIREZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IKR,AGPE LUIS ALBERTO MONSALVO RAMIREZ II,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IP3,AGPE LUZ MILA MORELLI SOCARRAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IKD,AGPE LUZOLAR ENERGIA SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4R1B,AGPE MARIA  AUXILIADORA MOSCOTE MORON,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4RJY,AGPE MARIA MARGARITA GONZALEZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4T6M,AGPE MARLEN LACOUTURE PUPO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5QQV,AGPE MARTHA ROSA MAYA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IG3,AGPE MASAYA SANTAMARTA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IJB,AGPE MATIJA SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4V15,AGPE MCD AVENIDA DEL RIO SMT,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3EEE,AGPE MEDICINA NUCLEAR,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,EXEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I6N,AGPE MGL INVERSIONES SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3ICX,AGPE MGL INVERSIONES SAS II,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3II6,AGPE MI FUTURO DON CAMPO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4XPX,AGPE MOTEL ACAPULCO OMA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Z9W,AGPE MOTEL ALADDIN 4M,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IKN,AGPE NELSON GNECCO CERCHIARO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3I6X,AGPE NELSON SEGUNDO GNECCO CERCHIARO,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3D8F,AGPE NOVATRONICA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5SH1,AGPE OHANA SAS MOTEL DUBAI,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4TKD,AGPE OJEDA MONITOREO PROTEC,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3CPK,AGPE OLIMPICA PIVIJAY,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5E6U,AGPE OMAR ENRIQUE HOYOS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5OG1,AGPE OPERACIONES 4M 1 SAS MOTEL CAPRI 4M,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5MSD,AGPE OPORTUNIDAD DE CASINO ESPANA FUNDACION,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4USD,AGPE OSCAR DARIO VANEGAS SILVA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
