Codigo_Planta,Nombre_Recurso_UPME,Departamento,Codigo_Municipio,Municipio,Region_Geografica,Longitud,Latitud,Capacidad_Efectiva_MW,Tipo_Generacion_UPME,Combustible_UPME,Tipo_Despacho_UPME,Clasificacion_UPME,Estado_Recurso_UPME,Agente_Representante_UPME,Fecha_Operacion_UPME,Anio_FPO_UPME,Fecha_Actualizacion_UPME,Factor_Conversion,Es_Menor,Id_UPME
3GI6,GRANJA SOLAR EL SALADO,VALLE DEL CAUCA,76233,DAGUA,Pacífico,-76.72041623651931,3.6498592260436054,0.0998,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,2023-06-16,2023,2026-08-03,0.0,SI,611
3GJQ,TERMOTASAJERO DOS SOLAR,NORTE DE SANTANDER,54673,SAN CAYETANO,Oriente,-72.6098482097734,7.847790343843861,4.0,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,TERMOTASAJERO DOS S.A. E.S.P. ,2022-12-13,2022,2026-08-03,0.0,SI,454
3GJU,AUTOG INGENIO CARMELITA,VALLE DEL CAUCA,76616,RIOFRÍO,Pacífico,-76.37106671386327,4.10949608241408,4.99,TERMICA,BAGAZO,ND,AUTOGENERADOR,OPERACIÓN,DEPI ENERGY S.A.S. E.S.P.,2022-12-29,2022,2026-08-03,16.15,NO,624
3GPZ,MONTELIBANO,CÓRDOBA,23466,MONTELÍBANO,Caribe,-75.87788968351155,7.864362756460517,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2022-12-12,2022,2026-08-03,0.0,SI,329
3GRD,GRANJA SOLAR SAN FELIPE,TOLIMA,73055,ARMERO,Centro,-74.8475058492297,5.006757303411625,9.1,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2022-12-20,2022,2026-08-03,0.0,SI,551
3GSF,AUTOG BUGA I GRASAS,VALLE DEL CAUCA,76113,BUGALAGRANDE,Pacífico,-76.08961535632501,4.196858156352319,4.0,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2023-01-24,2023,2026-08-03,0.0,NO,601
3GVI,GRANJA SOLAR FLANDES,TOLIMA,73275,FLANDES,Centro,-74.83708756165326,4.2428130314540144,19.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2023-02-20,2023,2026-08-03,0.0,SI,561
3GVK,CELSIA SOLAR DULIMA,TOLIMA,73275,FLANDES,Centro,-74.83708756165326,4.2428130314540144,19.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2023-02-06,2023,2026-08-03,0.0,SI,562
3GVM,CELSIA SOLAR YUMA,TOLIMA,73275,FLANDES,Centro,-74.83708756165326,4.2428130314540144,9.1,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2023-02-04,2023,2026-08-03,0.0,SI,563
3H2U,TZ II,ANTIOQUIA,05790,TARAZÁ,Antioquia,-75.40187384557682,7.488882842814227,10.5,HIDRAULICA,AGUA,ND,NORMAL,PRUEBAS,CENTRAL HIDROELÉCTRICA TZ II S.A.S. E.S.P.,2024-04-20,2024,2026-08-03,0.7,SI,81
3HBN,TIERRA LINDA,CÓRDOBA,23182,CHINÚ,Caribe,-75.37442559835226,9.053180121716313,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,2023-03-12,2023,2026-08-03,0.0,SI,325
3HBP,LA TOLUA,SUCRE,70670,SAMPUÉS,Caribe,-75.36027027089045,9.165182859935902,19.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,2023-03-12,2023,2026-08-03,0.0,SI,516
3HDE,SAN BARTOLOME,SANTANDER,68322,GUAPOTÁ,Oriente,-73.33084110582372,6.323739755162941,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,PCH SAN BARTOLOME S.A.S. E.S.P. ,2023-05-13,2023,2026-08-03,1.5474,SI,498
3HDG,OIBITA,SANTANDER,68322,GUAPOTÁ,Oriente,-73.33084110582372,6.323739755162941,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,PCH SAN BARTOLOME S.A.S. E.S.P. ,2023-05-13,2023,2026-08-03,1.6205,SI,499
3HE8,AUTOG CELSIA SOLAR PALMIRA 3 ZONA FRANCA,VALLE DEL CAUCA,76520,PALMIRA,Pacífico,-76.22786086762281,3.558395439731676,2.9,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2023-03-18,2023,2026-08-03,0.0,NO,618
3HF5,FUNDACION,MAGDALENA,47551,PIVIJAY,Caribe,-74.41252278551435,10.433025017802972,100.0,SOLAR,RAD SOLAR,DC,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2024-06-23,2024,2026-08-03,0.0,NO,407
3HF7,CELSIA SOLAR LA VICTORIA II,VALLE DEL CAUCA,76403,LA VICTORIA,Pacífico,-75.96677731233385,4.483512280398679,19.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2023-05-23,2023,2026-08-03,0.0,SI,588
3HF9,CELSIA SOLAR LA VICTORIA I,VALLE DEL CAUCA,76403,LA VICTORIA,Pacífico,-75.96677731233385,4.483512280398679,19.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2023-05-22,2023,2026-08-03,0.0,SI,587
3HG7,COMUNIDAD EL SALVADOR I,ANTIOQUIA,05001,MEDELLÍN,Antioquia,-75.6110393232332,6.257590449778692,0.0127,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,ERCO GENERACION S.A.S. ESP,2023-03-23,2023,2026-08-03,0.0,SI,44
3HG9,COMUNIDAD EL SALVADOR II,ANTIOQUIA,05001,MEDELLÍN,Antioquia,-75.6110393232332,6.257590449778692,0.0037,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,ERCO GENERACION S.A.S. ESP,2023-03-23,2023,2026-08-03,0.0,SI,45
3HLD,LOS GIRASOLES,NORTE DE SANTANDER,54003,ÁBREGO,Oriente,-73.15852344172602,8.019804640843336,9.5,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,PARQUE SOLAR LOS GIRASOLES S.A.S ESP,2023-05-26,2023,2026-08-03,0.0,SI,446
3HS9,AUTOG BUGA I SOLLA,VALLE DEL CAUCA,76113,BUGALAGRANDE,Pacífico,-76.08961535632501,4.196858156352319,4.9,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2023-06-06,2023,2026-08-03,0.0,NO,600
3HWM,PETALO DEL MAGDALENA,MAGDALENA,47980,ZONA BANANERA,Caribe,-74.17798194509768,10.796331405554511,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2023-06-08,2023,2026-08-03,0.0,SI,402
3HYG,URUACO,ATLÁNTICO,08421,LURUACO,Caribe,-75.15403251706762,10.63503144728628,0.996,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2023-06-17,2023,2026-08-03,0.0,SI,120
3IJF,AUTOG COSTAYACO,PUTUMAYO,86885,VILLAGARZÓN,Amazonía,-76.74500964992517,0.9111551685901373,2.0,TERMICA,GAS,ND,AUTOGENERADOR,INACTIVO,DEPI ENERGY S.A.S. E.S.P.,2023-09-03,2023,2026-08-03,0.0865,NO,462
3INX,CARACOLI I,ATLÁNTICO,08433,MALAMBO,Caribe,-74.80617848201192,10.848289763721715,50.0,SOLAR,RAD SOLAR,DC,NORMAL,OPERACIÓN,SOL DE LAS CIÉNAGAS S.A.S. E.S.P.,2024-12-21,2024,2026-08-03,0.0,NO,119
3IQA,SUNNORTE,NORTE DE SANTANDER,54498,OCAÑA,Oriente,-73.33765740871252,8.2066456926306,35.0,SOLAR,RAD SOLAR,DC,NORMAL,OPERACIÓN,GENERSOL S.A.S. E.S.P.,2024-11-25,2024,2026-08-03,0.0,NO,448
3IRI,ITUANGO_P,ANTIOQUIA,05361,ITUANGO,Antioquia,-75.6787576505323,7.339172187710507,600.0,HIDRAULICA,AGUA,DC,NORMAL,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2022-12-30,2022,2026-08-03,1.769,NO,37
3IRX,PORTON DEL SOL,CALDAS,17380,LA DORADA,Eje Cafetero,-74.72047678624584,5.410655327766446,102.0,SOLAR,RAD SOLAR,DC,AUTOGENERADOR,OPERACIÓN,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2024-03-07,2024,2026-08-03,0.0,NO,194
3IRZ,LA CASCADA DE GRANADA,ANTIOQUIA,05313,GRANADA,Antioquia,-75.12763628058521,6.123379482408267,2.09,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,2023-09-29,2023,2026-08-03,1.8,SI,33
3IS2,PARQUE SOLAR ARENAL,BOLÍVAR,13647,SAN ESTANISLAO,Caribe,-75.20523843863491,10.364677519552943,2.0,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,4E GROUP S.A.S E.S.P.,2023-12-05,2023,2026-08-03,0.0,SI,167
3IZ6,PARQUE SOLAR LA UNION,CÓRDOBA,23678,SAN CARLOS,Caribe,-75.69250145660331,8.706415213601813,100.0,SOLAR,RAD SOLAR,DC,NORMAL,OPERACIÓN,SPK LA UNIÓN S.A.S. E.S.P.,2024-06-18,2024,2026-08-03,0.0,NO,309
3J1J,PARQUE SOLAR HONDA I,CUNDINAMARCA,25320,GUADUAS,Centro,-74.64014234841376,5.1735388538606415,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,2023-12-14,2023,2026-08-03,0.0,SI,351
3J2B,SOLAR PLANETA RICA,CÓRDOBA,23555,PLANETA RICA,Caribe,-75.68911038737392,8.181193052658834,19.9,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2024-04-16,2024,2026-08-03,0.0,SI,316
3J2H,PETALO DE CORDOBA II,CÓRDOBA,23182,CHINÚ,Caribe,-75.37442559835226,9.053180121716313,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,BCCY CORDOBA S.A.S. E.S.P.,2023-12-01,2023,2026-08-03,0.0,SI,324
3J4D,CAIMAN CIENAGUERO,MAGDALENA,47189,CIÉNAGA,Caribe,-74.02495478771974,10.857323271982969,9.0,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,2023-11-23,2023,2026-08-03,0.0,SI,409
3J4R,PARQUE SOLAR DINAMARCA,META,50683,SAN JUAN DE ARAMA,Oriente,-73.75892054813157,3.2841061910835854,9.0,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,2023-12-13,2023,2026-08-03,0.0,SI,428
3J4T,PARQUE SOLAR VERSALLES,META,50683,SAN JUAN DE ARAMA,Oriente,-73.75892054813157,3.2841061910835854,9.0,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,2023-12-14,2023,2026-08-03,0.0,SI,429
3J4V,PARQUE SOLAR LA MENA,META,50680,SAN CARLOS DE GUAROA,Oriente,-73.27583347472584,3.8476152582255083,9.0,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,2023-12-29,2023,2026-08-03,0.0,SI,430
3J83,GUAMO,TOLIMA,73319,GUAMO,Centro,-74.97657361950692,4.076500729146935,9.0,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,ERCO GENERACION S.A.S. ESP,2026-07-29,2026,2026-08-03,0.0,SI,568
3J85,NUMBANA,TOLIMA,73319,GUAMO,Centro,-74.97657361950692,4.076500729146935,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,ERCO GENERACION S.A.S. ESP,2024-01-24,2024,2026-08-03,0.0,SI,567
3JBP,LA NENERA,BOLÍVAR,13657,SAN JUAN NEPOMUCENO,Caribe,-75.06572164186566,9.96796431263113,0.975,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,ES INVEST COLOMBIA S.A.S. ESP,2024-01-12,2024,2026-08-03,0.0,SI,166
3JNR,AUTOG UNIBOL 1,ATLÁNTICO,08001,BARRANQUILLA,Caribe,-74.82774550660668,10.981524582561143,4.9,TERMICA,GAS,ND,AUTOGENERADOR,OPERACIÓN,COMERCIALIZADORA 4G ENERGIA SAS ESP,2024-02-10,2024,2026-08-03,7.5,SI,94
3JP6,GD BASILICA,VALLE DEL CAUCA,76113,BUGALAGRANDE,Pacífico,-76.08961535632501,4.196858156352319,0.975,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2024-02-15,2024,2026-08-03,0.0,SI,602
3JP8,GD LA URIBE,VALLE DEL CAUCA,76403,LA VICTORIA,Pacífico,-75.96677731233385,4.483512280398679,0.6,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2024-03-13,2024,2026-08-03,0.0,SI,590
3JPA,GD ALFEREZ,VALLE DEL CAUCA,76001,CALI,Pacífico,-76.57650111502525,3.399042676552075,0.6,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2024-02-21,2024,2026-08-03,0.0,SI,596
3JPC,GD CHICORAL,TOLIMA,73275,FLANDES,Centro,-74.83708756165326,4.2428130314540144,0.975,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2024-05-18,2024,2026-08-03,0.0,SI,565
3JPE,GD LOS CHORROS,TOLIMA,73275,FLANDES,Centro,-74.83708756165326,4.2428130314540144,0.6,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2024-02-15,2024,2026-08-03,0.0,SI,564
3JPK,MINIGRANJA SAN PEDRO,SUCRE,70717,SAN PEDRO,Caribe,-75.03742066768767,9.396833785702091,0.9959,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,2024-02-26,2024,2026-08-03,0.0,SI,531
3JPM,BARAYA,SUCRE,70235,GALERAS,Caribe,-74.98135165734892,9.135169229796558,0.996,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2024-02-17,2024,2026-08-03,0.0,SI,504
3JQA,GD EL BANCO,TOLIMA,73055,ARMERO,Centro,-74.8475058492297,5.006757303411625,0.975,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2024-02-21,2024,2026-08-03,0.0,SI,552
3JQC,GANDALF,CESAR,20750,SAN DIEGO,Caribe,-73.28805413567513,10.169512856483978,0.996,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2024-02-21,2024,2026-08-03,0.0,SI,282
3JQE,CANAHUATE,CESAR,20750,SAN DIEGO,Caribe,-73.28805413567513,10.169512856483978,0.996,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2024-02-21,2024,2026-08-03,0.0,SI,281
3K6T,SOLAR ALEJANDRIA,CÓRDOBA,23555,PLANETA RICA,Caribe,-75.68911038737392,8.181193052658834,9.4,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,2024-03-09,2024,2026-08-03,0.0,SI,317
3K6X,GD LA HONDA,VALLE DEL CAUCA,76403,LA VICTORIA,Pacífico,-75.96677731233385,4.483512280398679,0.975,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2024-03-13,2024,2026-08-03,0.0,SI,589
3K8A,CELSIA SOLAR ALUMINA,VALLE DEL CAUCA,76892,YUMBO,Pacífico,-76.51099150889527,3.595908339346365,1.971,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2024-03-22,2024,2026-08-03,0.0,NO,638
3K8C,BSB 503,ATLÁNTICO,08638,SABANALARGA,Caribe,-74.95510955662664,10.622505657124778,19.9,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2024-09-25,2024,2026-08-03,0.0,SI,143
3K8E,BSB 504,ATLÁNTICO,08638,SABANALARGA,Caribe,-74.95510955662664,10.622505657124778,19.9,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2024-09-26,2024,2026-08-03,0.0,SI,144
3KJK,SOL Y CIELO I,CÓRDOBA,23001,MONTERÍA,Caribe,-75.95052937682705,8.584659059910113,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,ENERGIA Y GAS DE COLOMBIA SAS ESP,2024-05-05,2024,2026-08-03,0.0,SI,342
3KL4,POWER PLANT DRUMMOND 1,CESAR,20250,EL PASO,Caribe,-73.7382619683179,9.683721170835586,19.9,TERMICA,GAS,ND,AUTOGENERADOR,INACTIVO,DRUMMOND POWER S.A.S. E.S.P.,2024-04-21,2024,2026-08-03,10.0,NO,278
3KLQ,AUTOG TERMOMACAGUA 1,ARAUCA,81794,TAME,Oriente,-71.79177012757432,6.390704511440092,4.9,TERMICA,GAS,ND,AUTOGENERADOR,OPERACIÓN,GENERSA S.A.S. E.S.P.,2024-06-28,2024,2026-08-03,0.0,NO,92
3KOD,ECOPARQUE SOLAR BRISAS,HUILA,41016,AIPE,Centro,-75.27655250183108,3.2433946430352805,4.0,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,INACTIVO,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2024-04-26,2024,2026-08-03,0.0,SI,382
3KOL,GD PALERMO,TOLIMA,73275,FLANDES,Centro,-74.83708756165326,4.2428130314540144,0.975,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2024-12-02,2024,2026-08-03,0.0,SI,566
3KVZ,AUTOG BIOS CONTEGRAL CARTAGO,VALLE DEL CAUCA,76147,CARTAGO,Pacífico,-75.91791091281863,4.706847421964042,3.225,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2024-05-22,2024,2026-08-03,0.0,NO,609
3KXQ,AUTOG BIOS CONTEGRAL NEIVA,HUILA,41001,NEIVA,Centro,-75.27237609121896,2.9933992655563686,1.6,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2024-05-22,2024,2026-08-03,0.0,NO,388
3L9B,AUTOG EL COPEY,CESAR,20238,EL COPEY,Caribe,-73.91284691348685,10.199930964845986,6.6,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2024-05-24,2024,2026-08-03,0.0,NO,259
3LLY,PARQUE SOLAR HONDA II,CUNDINAMARCA,25320,GUADUAS,Centro,-74.64014234841376,5.1735388538606415,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,2024-07-21,2024,2026-08-03,0.0,SI,352
3LMH,JEQUES,CUNDINAMARCA,25224,CUCUNUBÁ,Centro,-73.78002104595625,5.2303072926636505,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,2024-07-04,2024,2026-08-03,0.0,SI,354
3LMJ,CELSIA SOLAR BUGALAGRANDE,VALLE DEL CAUCA,76036,ANDALUCÍA,Pacífico,-76.16072389274095,4.153319987006707,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2024-07-30,2024,2026-08-03,0.0,SI,591
3MHB,MINIGRANJA LA PAZ VALLENATA,CESAR,20621,LA PAZ,Caribe,-73.078475713251,10.244460449569692,0.996,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2024-08-12,2024,2026-08-03,0.0,SI,256
3MS2,CELSIA SOLAR PUERTO TEJADA,CAUCA,19573,PUERTO TEJADA,Pacífico,-76.41847173164886,3.2666925875067636,19.9,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2026-02-17,2026,2026-08-03,0.0,NO,238
3NDE,GD ERCO TOLDADO,TOLIMA,73504,ORTEGA,Centro,-75.27825181028741,3.9377908025522084,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,ERCO GENERACION S.A.S. ESP,2024-09-18,2024,2026-08-03,0.0,SI,557
3NGJ,GD CHIMBI,TOLIMA,73148,CARMEN DE APICALÁ,Centro,-74.74700370859807,4.123413817163165,0.975,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2024-08-27,2024,2026-08-03,0.0,SI,549
3NLE,GD NAOS I,NARIÑO,52786,TAMINANGO,Pacífico,-77.32523753901599,1.5916601918367703,0.96,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2024-08-26,2024,2026-08-03,0.0,SI,439
3NLG,ROVIRA,TOLIMA,73624,ROVIRA,Centro,-75.34759717815423,4.2167286851347585,3.1,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CENTRAL TERMOCARTAGENA SAS ESP,2024-10-10,2024,2026-08-03,0.0,SI,540
3NLZ,SOLAR OLD T,SUCRE,70823,SAN JOSÉ DE TOLUVIEJO,Caribe,-75.44451408082239,9.49028579449229,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,VATIA S.A. E.S.P.,2024-09-08,2024,2026-08-03,0.0,SI,532
3NNZ,AUTOG TERMOCOROCITO 1,ARAUCA,81794,TAME,Oriente,-71.79177012757432,6.390704511440092,4.9,TERMICA,GAS,ND,AUTOGENERADOR,OPERACIÓN,GENERSA S.A.S. E.S.P.,2024-10-28,2024,2026-08-03,0.0,NO,91
3NR4,MINIGRANJA EL MOLINO,LA GUAJIRA,44110,EL MOLINO,Caribe,-72.88583503812586,10.636696246678891,0.996,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2024-09-29,2024,2026-08-03,0.0,SI,389
3NR8,LA INGLESA,CESAR,20750,SAN DIEGO,Caribe,-73.28805413567513,10.169512856483978,0.996,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2024-09-15,2024,2026-08-03,0.0,SI,279
3NU4,GD FINCA JM,ATLÁNTICO,08685,SANTO TOMÁS,Caribe,-74.78736351359163,10.755569363284472,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,2024-09-15,2024,2026-08-03,0.0,SI,124
3PK3,AUTOG MILPA SAN CARLOS,CUNDINAMARCA,25317,GUACHETÁ,Centro,-73.69328369350507,5.3872914587087495,1.8,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,ENEL COLOMBIA SA ESP,2024-09-27,2024,2026-08-03,0.0,NO,349
3PKF,AUTOG UNIMINAS,CUNDINAMARCA,25317,GUACHETÁ,Centro,-73.69328369350507,5.3872914587087495,1.8,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,ENEL COLOMBIA SA ESP,2024-09-27,2024,2026-08-03,0.0,NO,348
3PKH,GRANJA SOLAR PALMASECA I,VALLE DEL CAUCA,76520,PALMIRA,Pacífico,-76.22786086762281,3.558395439731676,13.0,SOLAR,RAD SOLAR,ND,NORMAL,INACTIVO,CELSIA COLOMBIA S.A. E.S.P.,2024-10-29,2024,2026-08-03,0.0,SI,614
3PKN,GRANJA SOLAR PALMASECA II,VALLE DEL CAUCA,76520,PALMIRA,Pacífico,-76.22786086762281,3.558395439731676,12.0,SOLAR,RAD SOLAR,ND,NORMAL,INACTIVO,CELSIA COLOMBIA S.A. E.S.P.,2024-10-29,2024,2026-08-03,0.0,SI,615
3PWF,AUTOG SOLAR PALMIRA II BERRY,VALLE DEL CAUCA,76520,PALMIRA,Pacífico,-76.22786086762281,3.558395439731676,4.99,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2025-12-12,2025,2026-08-03,0.0,NO,613
3PXC,BSB 501,ATLÁNTICO,08638,SABANALARGA,Caribe,-74.95510955662664,10.622505657124778,19.9,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2025-10-31,2025,2026-08-03,0.0,SI,141
3PXE,BSB 500,ATLÁNTICO,08638,SABANALARGA,Caribe,-74.95510955662664,10.622505657124778,19.9,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2025-11-04,2025,2026-08-03,0.0,SI,140
3PXF,BSB 502,ATLÁNTICO,08638,SABANALARGA,Caribe,-74.95510955662664,10.622505657124778,19.9,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2025-11-18,2025,2026-08-03,0.0,SI,142
3PXH,CENTRO SOLAR,CÓRDOBA,23555,PLANETA RICA,Caribe,-75.68911038737392,8.181193052658834,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,GR POWER COLOMBIA S.A.S E.S.P.,2024-11-18,2024,2026-08-03,0.0,SI,320
3PXJ,BUENAVISTA,CÓRDOBA,23079,BUENAVISTA,Caribe,-75.43384001116792,8.191387044568936,6.8,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,GR POWER COLOMBIA S.A.S E.S.P.,2026-07-20,2026,2026-08-03,0.0,SI,326
